payment_id,card,merchant_name,merchant_id,terminal_id,card_type_name,acq_ref_nr,tr_batch_id,tr_batch_open_date,tr_date_time,tr_type,tr_amount,tr_ccy,msc,tr_ret_ref_nr,tr_approval_id,tr_processing_date,merchant_iban_code,proc_code,issuer_country,proc_region,mcc,merchant_country,tran_region,card_product_type,user_define_field1,user_define_field2,user_define_field3,merchant_legal_name,card_product_class,src_file,src_row,chunk_file,chunk_row
4872678951699975,524404%6410,bob,1234,ZRE32TG1UCU33BC,MA,Z4AQQIIXNH3KC8HB0L4C1ZR,1,2021-09-30,2021-09-30 06:17:12,06,-2019.04,EUR,-40.38,YhnHdPadTVsb,OsaPAc,2021-09-30 12:40:12,GB123,20,GBP,International,7610,CYP,EU/SEPA,credit_commercial,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,10,PSP_transact2_20211001_103212_chunk_1.csv,10
8380285626440354,538633%7950,bob,1234,3SSGNSPM2C9EKNB,MA,0MHQQ26HTJNUI6GTS2M0O90,1,2021-09-30,2021-09-30 00:47:12,05,345.01,EUR,6.90,pfnhdXSudhYy,NCYkWc,2021-09-30 16:27:12,GB123,11,ZAR,International,2702,CYP,EU/SEPA,debit_commercial,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,11,PSP_transact2_20211001_103212_chunk_1.csv,11
2876557375115286,491622%4090,bob,1234,QAM4HPN1E2RWAJD,Visa,YNDOGIL6YK4DGBOR3PJ2PJV,1,2021-09-30,2021-09-29 15:08:12,05,9214.60,EUR,184.29,KtcIcPABbHUq,TMWhLp,2021-09-30 02:12:12,GB123,11,GBP,International,3945,CYP,EU/SEPA,credit_commercial,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,12,PSP_transact2_20211001_103212_chunk_1.csv,12
574706320408773,448689%5030,bob,1234,QYCVKEC2XRSJJRP,Visa,ZV8SKLHP5SA2PUJR3569ZEE,1,2021-09-30,2021-09-29 16:03:12,05,8406.73,EUR,168.13,NbaaGBGahTeb,UNUmnP,2021-09-29 19:10:12,GB123,11,GBP,International,7446,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,13,PSP_transact2_20211001_103212_chunk_1.csv,13
3262065180241467,492948%1290,bob,1234,BP446218ODL668L,Visa,JC2CH0FA5YFH42EGP5118E8,1,2021-09-30,2021-09-30 05:55:12,05,4648.92,EUR,92.98,iPdrbJgJmjvq,tvpRBc,2021-09-30 06:39:12,GB123,11,ZAR,International,5092,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,14,PSP_transact2_20211001_103212_chunk_1.csv,14
515856912273298,453932%5630,bob,1234,PV2UPASEMA1HRHT,Visa,EQ9WSOBZO4D2Z7YXLW7UZBI,1,2021-09-30,2021-09-30 06:56:12,05,5531.72,EUR,110.63,ZbdEXYceUPUH,POQTgN,2021-10-01 03:19:12,GB123,11,GBP,International,6859,CYP,EU/SEPA,debit_commercial,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,15,PSP_transact2_20211001_103212_chunk_1.csv,15
4928458252986295,455630%7290,bob,1234,VWL0HOH3ZUT1C5E,Visa,UBGN7TH4YCHH1F1J0EKWQ3R,1,2021-09-30,2021-09-30 01:14:12,05,4505.39,EUR,90.11,eoDdQynKHaPs,Xyeywt,2021-09-30 16:23:12,GB123,11,PLN,International,2390,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,16,PSP_transact2_20211001_103212_chunk_1.csv,16
3307691994169381,522991%2570,bob,1234,JPAA0RXMR8TLD83,MA,IK35G9DL3MNL1OV71URY10O,1,2021-09-30,2021-09-30 03:18:12,05,3431.30,EUR,68.63,ZLGXnyhsBENx,cFtTSw,2021-10-01 01:17:12,GB123,11,GBP,International,5190,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,17,PSP_transact2_20211001_103212_chunk_1.csv,17
4346695862193663,515331%7750,bob,1234,U4R9S80WDKCJ3S8,MA,EM7G427HLCK8IZN0Q9DJ9LA,1,2021-09-30,2021-09-30 04:15:12,05,6568.61,EUR,131.37,bADnQTzPVTbe,QMqKqv,2021-09-30 20:09:12,GB123,11,CYP,International,8921,CYP,Local,debit_consumer,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,18,PSP_transact2_20211001_103212_chunk_1.csv,18
7663807571449604,553996%5920,bob,1234,2JKPG4DQUAZ66BC,MA,5XYFMWX0UFS5PAC54UQGNCB,1,2021-09-30,2021-09-30 02:36:12,25,-2562.83,EUR,-51.26,lXmeTeAnrGLa,wtXXhn,2021-09-30 15:03:12,GB123,11,ZAR,International,5915,CYP,EU/SEPA,credit_consumer,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,19,PSP_transact2_20211001_103212_chunk_1.csv,19
4898616238668882,453981%1420,bob,1234,XC3WT8Y1HHXF7PY,Visa,UDIB5X1FYC8TO3ZIEAM0G1G,1,2021-09-30,2021-09-30 09:04:12,05,3930.90,EUR,78.62,KGGnNwYCYeCX,zTfRVf,2021-09-30 10:03:12,GB123,11,PLN,International,5953,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,20,PSP_transact2_20211001_103212_chunk_1.csv,20
1431075017490678,455604%5340,bob,1234,PICBE6XFKV2J5S5,Visa,43VD1AQ04XJX646MYZAF0DG,1,2021-09-30,2021-09-29 23:03:12,05,7890.63,EUR,157.81,epcbCwNwFlcj,hTiwju,2021-09-29 23:25:12,GB123,11,GBP,International,6135,CYP,EU/SEPA,credit_commercial,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,21,PSP_transact2_20211001_103212_chunk_1.csv,21
871587687490428,448629%9700,bob,1234,K6UU61L9918Y6J1,Visa,ORZMR3146ORQM1O7MK7G6IH,1,2021-09-30,2021-09-29 16:40:12,05,9590.66,EUR,191.81,QXLovRBAAknP,jhjoUz,2021-09-30 00:35:12,GB123,11,ZAR,International,1796,CYP,EU/SEPA,credit_commercial,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,22,PSP_transact2_20211001_103212_chunk_1.csv,22
5562426697502896,531123%7130,bob,1234,EODRFITLI96NXWU,MA,RR1I18J1PR9M4RFD1R5MXYB,1,2021-09-30,2021-09-29 23:29:12,05,1273.23,EUR,25.46,yJvCenFBLXiy,JBHzjI,2021-09-30 04:09:12,GB123,11,GBP,International,1068,CYP,EU/SEPA,debit_commercial,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,23,PSP_transact2_20211001_103212_chunk_1.csv,23
1318518734847888,491603%7310,bob,1234,OV69L20AXV3U3IV,Visa,3G3LNSP4BWDQAQK7OPDIFVF,1,2021-09-30,2021-09-30 09:47:12,05,1986.14,EUR,39.72,lmElsOxBNNrW,YJSRpf,2021-09-30 21:06:12,GB123,11,PLN,International,711,CYP,EU/SEPA,credit_consumer,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,24,PSP_transact2_20211001_103212_chunk_1.csv,24
3195397660516445,455645%5780,bob,1234,K5BZ2N77BYV6V3U,Visa,M2BU1NOVEJCSZ7T7U1LTB46,1,2021-09-30,2021-09-29 20:43:12,05,854.78,EUR,17.10,TNBURpxxKWOy,UxfjfS,2021-09-30 18:55:12,GB123,11,CYP,International,3253,CYP,Local,credit_consumer,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,25,PSP_transact2_20211001_103212_chunk_1.csv,25
107564544509233,402400%4410,bob,1234,6CFEVXPIQVEQQNW,Visa,S2XUDCBXKRHST5DXHVPFXC8,1,2021-09-30,2021-09-29 15:24:12,05,3240.48,EUR,64.81,YzChhDlNQAyZ,KANzyK,2021-09-30 03:35:12,GB123,11,ZAR,International,5525,CYP,EU/SEPA,credit_commercial,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,26,PSP_transact2_20211001_103212_chunk_1.csv,26
9323706281327879,512889%5980,bob,1234,21A2KBN4G1MCPH3,MA,OOIYGH724URD13HNVDK7M8R,1,2021-09-30,2021-09-30 09:32:12,05,3363.32,EUR,67.27,ENnHuDIbTHUx,wbMKxH,2021-10-01 07:11:12,GB123,11,PLN,International,3800,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,27,PSP_transact2_20211001_103212_chunk_1.csv,27
9312173834580582,453982%8200,bob,1234,IBWT6XY563H31N9,Visa,Z8RTOZEDN7ICGVCSO0HV4C2,1,2021-09-30,2021-09-30 06:08:12,05,1505.28,EUR,30.11,GxyzBDAgCpRc,bchvjj,2021-09-30 15:51:12,GB123,11,ZAR,International,5050,CYP,EU/SEPA,debit_commercial,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,28,PSP_transact2_20211001_103212_chunk_1.csv,28
5887984266792532,491666%6540,bob,1234,MPNW1GXCW6YU9OT,Visa,DS8YAH3M6L7MVHS09H3DN7H,1,2021-09-30,2021-09-29 11:19:12,05,769.99,EUR,15.40,VgdbpolZfmIe,qdpcTg,2021-09-30 10:24:12,GB123,11,PLN,International,8869,CYP,EU/SEPA,debit_commercial,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,29,PSP_transact2_20211001_103212_chunk_1.csv,29
8392617661912453,491660%3520,bob,1234,002P56KCSBBWSA6,Visa,HJG29JQVKQKS7R8MII1MQA7,1,2021-09-30,2021-09-29 21:38:12,05,3855.55,EUR,77.11,WopjnDWXzoEt,tKGepd,2021-09-30 12:51:12,GB123,11,GBP,International,8999,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,30,PSP_transact2_20211001_103212_chunk_1.csv,30
3873472918068442,453287%1740,bob,1234,WDJY8OMKTCOD0T7,Visa,JD3M97ZHI9OAJR7Z7JDWYHD,1,2021-09-30,2021-09-29 21:18:12,05,4272.45,EUR,85.45,bdwDylIIqNtk,hILfmC,2021-09-30 11:33:12,GB123,11,ZAR,International,5113,CYP,EU/SEPA,credit_commercial,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,31,PSP_transact2_20211001_103212_chunk_1.csv,31
6458342112603240,468546%8270,bob,1234,QCJ6X608SDOR2VB,Visa,Z4NZRN3ZVD8D2ZFOSGZ1Q1Y,1,2021-09-30,2021-09-30 00:14:12,05,4725.56,EUR,94.51,kHHXkXJmGyaj,zSuxmm,2021-09-30 04:19:12,GB123,11,GBP,International,1617,CYP,EU/SEPA,credit_consumer,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,32,PSP_transact2_20211001_103212_chunk_1.csv,32
8429602737442655,471696%7730,bob,1234,FCY7YVYXJQJTNPU,Visa,1HJ5G77ZXYJRFTCC65VJCYE,1,2021-09-30,2021-09-30 04:06:12,25,-6386.35,EUR,-127.73,dAQzlqnNNmRv,UQhxMS,2021-09-30 14:28:12,GB123,11,CYP,International,6651,CYP,Local,debit_consumer,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,33,PSP_transact2_20211001_103212_chunk_1.csv,33
8509003598380286,531823%0230,bob,1234,QSJY9ZAQ14J40RI,MA,ZNUKFO8NHI67JWM4VQQEAI7,1,2021-09-30,2021-09-30 10:30:12,05,743.19,EUR,14.86,bYxFrKcMVxvo,TWIBDr,2021-10-01 01:56:12,GB123,11,CYP,International,2211,CYP,Local,credit_commercial,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,34,PSP_transact2_20211001_103212_chunk_1.csv,34
5552903948126214,542805%4060,bob,1234,LRG8CKWUOM483OR,MA,FKH0IE7T8V6X0KK4LSRQTRO,1,2021-09-30,2021-09-29 11:57:12,05,2580.28,EUR,51.61,QdspgzCPyTBM,URlzAW,2021-09-30 05:52:12,GB123,11,ZAR,International,1237,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,35,PSP_transact2_20211001_103212_chunk_1.csv,35
3218383313616213,552858%2170,bob,1234,43125BO3P0DCZED,MA,IEC0OM4SZO4920WK01H3IA1,1,2021-09-30,2021-09-29 17:28:12,26,6242.18,EUR,124.84,GQjmuxHVYkBZ,ndCJJQ,2021-09-30 09:58:12,GB123,11,PLN,International,6633,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,36,PSP_transact2_20211001_103212_chunk_1.csv,36
5852725524506830,540750%4790,bob,1234,,MA,WSGXR3375WAB6Q8OHKOV5DD,1,2021-09-30,2021-09-29 13:42:12,05,7262.17,EUR,145.24,ZeFGSBiJUKYF,lRfrPq,2021-09-29 22:30:12,GB123,11,ZAR,International,4685,CYP,EU/SEPA,debit_commercial,,,,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,37,PSP_transact2_20211001_103212_chunk_1.csv,37
5795175779738352,448671%9130,bob,1234,,Visa,NGK9ALS0JV5QBEMGP7CT47W,1,2021-09-30,2021-09-30 04:06:12,05,2539.87,EUR,50.80,mMliarIjjKnK,DsjzzS,2021-09-30 18:03:12,GB123,11,CYP,International,4757,CYP,Local,debit_commercial,,,,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,38,PSP_transact2_20211001_103212_chunk_1.csv,38
3466531577965917,542278%4080,bob,1234,,MA,RYJBG68A9SC56Q04O4JA4DO,1,2021-09-30,2021-09-30 08:31:12,26,7836.24,EUR,156.72,eCRnLGEzoTGl,sOKrXB,2021-09-30 23:28:12,GB123,11,PLN,International,1156,CYP,EU/SEPA,debit_commercial,,,,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,39,PSP_transact2_20211001_103212_chunk_1.csv,39
740808179244221,491603%1740,bob,1234,6UGS0IHAKD0OI4G,Visa,T86AE3VSY0D56BX3YIC33Z2,1,2021-09-30,2021-09-29 23:00:12,05,8438.91,EUR,168.78,ghgMmhbTPvHm,VeQxPz,2021-09-30 10:38:12,GB123,11,ZAR,International,6943,CYP,EU/SEPA,debit_commercial,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,40,PSP_transact2_20211001_103212_chunk_1.csv,40
2090223122724527,492905%9500,bob,1234,,Visa,V62AB1LSOWAVKE5DY2W8GZF,1,2021-09-30,2021-09-29 13:44:12,05,4268.81,EUR,85.38,vVTUnLVLlwzP,okyeyr,2021-09-30 10:16:12,GB123,11,ZAR,International,5461,CYP,EU/SEPA,debit_consumer,,,,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,41,PSP_transact2_20211001_103212_chunk_1.csv,41
8746311384627330,402400%1340,bob,1234,KWZPECAHSAV736F,Visa,N24B8U8CTCWCEOJTYDJE0O0,1,2021-09-30,2021-09-30 10:26:12,05,366.17,EUR,7.32,IStZMGgYzmQU,MIFuqZ,2021-09-30 16:17:12,GB123,11,PLN,International,6590,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,42,PSP_transact2_20211001_103212_chunk_1.csv,42
6501797818189653,419635%8250,bob,1234,G3UA39T0JBDRN42,Visa,BO6N7X8OL5HPLMJ5TJAMBCS,1,2021-09-30,2021-09-29 20:14:12,05,5094.32,EUR,101.89,psTMliYMvuVL,aCAElI,2021-09-30 05:57:12,GB123,11,ZAR,International,430,CYP,EU/SEPA,credit_commercial,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,43,PSP_transact2_20211001_103212_chunk_1.csv,43
988279475924765,529297%6240,bob,1234,M8D9LAA96GTU7HX,MA,OK5JHEMBTG6RP7EYVLJPZ3B,1,2021-09-30,2021-09-29 14:31:12,05,7145.45,EUR,142.91,nGKqGuqmiqtM,FjgNir,2021-09-30 12:11:12,GB123,11,GBP,International,3806,CYP,EU/SEPA,credit_commercial,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,44,PSP_transact2_20211001_103212_chunk_1.csv,44
9271731255154186,471618%9280,bob,1234,23UEBC1LAJ2KXNT,Visa,3RLI1VCJUOI18HXG29NUQD0,1,2021-09-30,2021-09-30 04:43:12,05,3538.04,EUR,70.76,eAUorSMHuTOA,rCEsAb,2021-09-30 06:50:12,GB123,11,ZAR,International,5247,CYP,EU/SEPA,credit_consumer,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,45,PSP_transact2_20211001_103212_chunk_1.csv,45
6077386149174436,402400%7010,bob,1234,1B17K4IH5VFX8YG,Visa,UJO7WQ6DJZ7DJ77DVDAHAKM,1,2021-09-30,2021-09-30 02:02:12,26,5847.79,EUR,116.96,gCSLQoqjJiGn,JgkHhl,2021-09-30 09:09:12,GB123,11,ZAR,International,4441,CYP,EU/SEPA,credit_consumer,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,46,PSP_transact2_20211001_103212_chunk_1.csv,46
7763839826828236,533142%8160,bob,1234,NLLY9P0KY2D43O8,MA,7OQEBPKMU4BMNJ89VO9LFGT,1,2021-09-30,2021-09-29 12:32:12,25,-8329.43,EUR,-166.59,vkwvqFXukLXk,quhEwB,2021-09-29 15:24:12,GB123,11,PLN,International,591,CYP,EU/SEPA,credit_consumer,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,47,PSP_transact2_20211001_103212_chunk_1.csv,47
1755040229580296,547247%8640,bob,1234,24Y9NJHKEYD1ANH,MA,PEPXS6I5JD8ST36ZNMLV9AG,1,2021-09-30,2021-09-29 23:07:12,05,7349.70,EUR,146.99,VTEjguDXnmwe,rqlDUi,2021-09-30 09:28:12,GB123,11,GBP,International,7202,CYP,EU/SEPA,credit_consumer,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,48,PSP_transact2_20211001_103212_chunk_1.csv,48
8699389417345313,471617%6560,bob,1234,PAY9UCTO3OOUL4K,Visa,8YE761RE4WJYPHO16K3O06B,1,2021-09-30,2021-09-29 14:08:12,05,619.24,EUR,12.38,RBmpGPeVKqMu,khOEhY,2021-09-30 07:40:12,GB123,11,PLN,International,1254,CYP,EU/SEPA,credit_commercial,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,49,PSP_transact2_20211001_103212_chunk_1.csv,49
1510909319946089,492988%1040,bob,1234,C5FVUUBEFC7L88O,Visa,F3NMF5Q5ES9YYDKU1MP1XN0,1,2021-09-30,2021-09-29 17:44:12,05,3977.81,EUR,79.56,oLdqysbdqYxU,yMyfQR,2021-09-30 02:48:12,GB123,11,GBP,International,1539,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,50,PSP_transact2_20211001_103212_chunk_1.csv,50
8441456992341258,491668%2800,bob,1234,JN63KTRVYK63CVH,Visa,2P6JAEZJRL16UGAXU3S08R2,1,2021-09-30,2021-09-29 18:23:12,05,6004.89,EUR,120.10,gGBZvNXBRptK,jFCsVq,2021-09-30 08:33:12,GB123,11,PLN,International,850,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,51,PSP_transact2_20211001_103212_chunk_1.csv,51
6834714654467315,448631%5980,bob,1234,75BTIGTF8QL51L4,Visa,VKZU0RX3O4JSD21NKKA5MK3,1,2021-09-30,2021-09-30 10:31:12,25,-1938.44,EUR,-38.77,XazdLeRzdXgo,rEnuyl,2021-10-01 07:39:12,GB123,11,ZAR,International,5724,CYP,EU/SEPA,credit_commercial,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,52,PSP_transact2_20211001_103212_chunk_1.csv,52
9242457193268946,453245%8250,bob,1234,BJ37SXMAR8KIRK1,Visa,LAYHTQ2FH7SQFBXK0JF8IFI,1,2021-09-30,2021-09-30 08:34:12,05,5916.73,EUR,118.33,rtmERQIzzkbq,xNyQKz,2021-09-30 09:05:12,GB123,11,ZAR,International,3926,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,53,PSP_transact2_20211001_103212_chunk_1.csv,53
6828803467623360,455689%2930,bob,1234,5UD0TWA0U8J3NG4,Visa,6VU5PJZ4JKI06G63YFJWTQF,1,2021-09-30,2021-09-30 02:24:12,05,7203.35,EUR,144.07,pNagcHcyjBTX,XxiJps,2021-09-30 23:44:12,GB123,11,CYP,International,7811,CYP,Local,debit_commercial,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,54,PSP_transact2_20211001_103212_chunk_1.csv,54
9057058146823400,402400%6050,bob,1234,HR0X2E00WKEBWBD,Visa,K0N2JOFYAKCHQKM2GTCLIDW,1,2021-09-30,2021-09-29 18:08:12,05,4958.24,EUR,99.16,QckQgEoBdQof,Wmyacv,2021-09-30 13:51:12,GB123,11,CYP,International,7704,CYP,Local,debit_consumer,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,55,PSP_transact2_20211001_103212_chunk_1.csv,55
4889099456242053,448673%4290,bob,1234,2IB2KEBN17HEGS3,Visa,W2T2LRLBS49LPOSUAA3STT9,1,2021-09-30,2021-09-29 17:23:12,05,7070.28,EUR,141.41,qqPFBmLcBTrW,ZNDubp,2021-09-29 19:07:12,GB123,11,ZAR,International,9354,CYP,EU/SEPA,credit_consumer,1,2,3,bobLimited Legal Name,Consumer,PSP_transact2_20211001_103212.csv,56,PSP_transact2_20211001_103212_chunk_1.csv,56
9473101853520779,492959%4390,bob,1234,B22ZPI3BJ0QXVKB,Visa,0ECVYGUW4DBSPNJYE9CP3M8,1,2021-09-30,2021-09-30 04:13:12,05,3359.50,EUR,67.19,XlEeooLDtGXi,HaPwhB,2021-09-30 22:15:12,GB123,11,GBP,International,7178,CYP,EU/SEPA,debit_commercial,1,2,3,bobLimited Legal Name,Premium,PSP_transact2_20211001_103212.csv,57,PSP_transact2_20211001_103212_chunk_1.csv,57
7136059397395330,491616%5390,bob,1234,VE4RLFYD1BPKR90,Visa,F0EZPYU2S9A769HR3KQ2SSS,1,2021-09-30,2021-09-30 06:27:12,05,2362.59,EUR,47.25,XmfTqymeGNMb,fHPTDb,2021-09-30 15:21:12,GB123,11,PLN,International,8965,CYP,EU/SEPA,debit_consumer,1,2,3,bobLimited Legal Name,Corporate,PSP_transact2_20211001_103212.csv,58,PSP_transact2_20211001_103212_chunk_1.csv,58
