payment_id,card,merchant_name,merchant_id,terminal_id,card_type_name,acq_ref_nr,tr_batch_id,tr_batch_open_date,tr_date_time,tr_type,tr_amount,tr_ccy,msc,tr_ret_ref_nr,tr_approval_id,tr_processing_date,merchant_iban_code,proc_code,issuer_country,proc_region,mcc,merchant_country,tran_region,card_product_type,user_define_field1,user_define_field2,user_define_field3,merchant_legal_name,card_product_class,agreement_id
8380285626440354,538633%7950,bob,1234,TR641252,MA,0MHQQ26HTJNUI6GTS2M0O90,ID951512,2022-02-04,2022-02-04 23:13:20,5,345.01,USD,6.9,pfnhdXSudhYy,NCYkWc,2022-02-04 23:13:20,GB123,11,ZAR,International,2702,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
2876557375115286,491622%4090,bob,1234,TR641252,VISA,YNDOGIL6YK4DGBOR3PJ2PJV,ID951512,2022-02-04,2022-02-04 23:13:20,5,9214.6,USD,184.29,KtcIcPABbHUq,TMWhLp,2022-02-04 23:13:20,GB123,11,GBP,International,3945,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CORPORATE,6723
574706320408773,448689%5030,bob,1234,TR641252,VISA,ZV8SKLHP5SA2PUJR3569ZEE,ID951512,2022-02-04,2022-02-04 23:13:20,5,8406.73,USD,168.13,NbaaGBGahTeb,UNUmnP,2022-02-04 23:13:20,GB123,11,GBP,International,7446,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
3262065180241467,492948%1290,bob,1234,TR641252,VISA,JC2CH0FA5YFH42EGP5118E8,ID951512,2022-02-04,2022-02-04 23:13:20,5,4648.92,USD,92.98,iPdrbJgJmjvq,tvpRBc,2022-02-04 23:13:20,GB123,11,ZAR,International,5092,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
515856912273298,453932%5630,bob,1234,TR641252,VISA,EQ9WSOBZO4D2Z7YXLW7UZBI,ID951512,2022-02-04,2022-02-04 23:13:20,5,5531.72,USD,110.63,ZbdEXYceUPUH,POQTgN,2022-02-04 23:13:20,GB123,11,GBP,International,6859,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
4928458252986295,455630%7290,bob,1234,TR641252,VISA,UBGN7TH4YCHH1F1J0EKWQ3R,ID951512,2022-02-04,2022-02-04 23:13:20,5,4505.39,USD,90.11,eoDdQynKHaPs,Xyeywt,2022-02-04 23:13:20,GB123,11,PLN,International,2390,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CORPORATE,6723
3307691994169381,522991%2570,bob,1234,TR641252,MA,IK35G9DL3MNL1OV71URY10O,ID951512,2022-02-04,2022-02-04 23:13:20,5,3431.3,USD,68.63,ZLGXnyhsBENx,cFtTSw,2022-02-04 23:13:20,GB123,11,GBP,International,5190,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CORPORATE,6723
4346695862193663,515331%7750,bob,1234,TR641252,MA,EM7G427HLCK8IZN0Q9DJ9LA,ID951512,2022-02-04,2022-02-04 23:13:20,5,6568.61,USD,131.37,bADnQTzPVTbe,QMqKqv,2022-02-04 23:13:20,GB123,11,CYP,International,8921,CYP,Local,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CORPORATE,6723
7663807571449604,553996%5920,bob,1234,TR641252,MA,5XYFMWX0UFS5PAC54UQGNCB,ID951512,2022-02-04,2022-02-04 23:13:20,25,-2562.83,USD,-51.26,lXmeTeAnrGLa,wtXXhn,2022-02-04 23:13:20,GB123,11,ZAR,International,5915,CYP,EU/SEPA,CREDIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
4898616238668882,453981%1420,bob,1234,TR641252,VISA,UDIB5X1FYC8TO3ZIEAM0G1G,ID951512,2022-02-04,2022-02-04 23:13:20,5,3930.9,USD,78.62,KGGnNwYCYeCX,zTfRVf,2022-02-04 23:13:20,GB123,11,PLN,International,5953,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
1431075017490678,455604%5340,bob,1234,TR641252,VISA,43VD1AQ04XJX646MYZAF0DG,ID736313,2022-02-01,2022-02-01 17:42:57,5,7890.63,EUR,157.81,epcbCwNwFlcj,hTiwju,2022-02-01 17:42:57,GB123,11,GBP,International,6135,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
871587687490428,448629%9700,bob,1234,TR641252,VISA,ORZMR3146ORQM1O7MK7G6IH,ID736313,2022-02-01,2022-02-01 17:42:57,5,9590.66,EUR,191.81,QXLovRBAAknP,jhjoUz,2022-02-01 17:42:57,GB123,11,ZAR,International,1796,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
5562426697502896,531123%7130,bob,1234,TR641252,MA,RR1I18J1PR9M4RFD1R5MXYB,ID736313,2022-02-01,2022-02-01 17:42:57,5,1273.23,EUR,25.46,yJvCenFBLXiy,JBHzjI,2022-02-01 17:42:57,GB123,11,GBP,International,1068,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
1318518734847888,491603%7310,bob,1234,TR641252,VISA,3G3LNSP4BWDQAQK7OPDIFVF,ID736313,2022-02-01,2022-02-01 17:42:57,5,1986.14,EUR,39.72,lmElsOxBNNrW,YJSRpf,2022-02-01 17:42:57,GB123,11,PLN,International,711,CYP,EU/SEPA,CREDIT_CONSUMER,1,2,3,bobLimited Legal Name,CONSUMER,6723
3195397660516445,455645%5780,bob,1234,TR641252,VISA,M2BU1NOVEJCSZ7T7U1LTB46,ID736313,2022-02-01,2022-02-01 17:42:57,5,854.78,EUR,17.1,TNBURpxxKWOy,UxfjfS,2022-02-01 17:42:57,GB123,11,CYP,International,3253,CYP,Local,CREDIT_CONSUMER,1,2,3,bobLimited Legal Name,CORPORATE,6723
107564544509233,402400%4410,bob,1234,TR641252,VISA,S2XUDCBXKRHST5DXHVPFXC8,ID736313,2022-02-01,2022-02-01 17:42:57,5,3240.48,EUR,64.81,YzChhDlNQAyZ,KANzyK,2022-02-01 17:42:57,GB123,11,ZAR,International,5525,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
9323706281327879,512889%5980,bob,1234,TR641252,MA,OOIYGH724URD13HNVDK7M8R,ID736313,2022-02-01,2022-02-01 17:42:57,5,3363.32,EUR,67.27,ENnHuDIbTHUx,wbMKxH,2022-02-01 17:42:57,GB123,11,PLN,International,3800,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
9312173834580582,453982%8200,bob,1234,TR641252,VISA,Z8RTOZEDN7ICGVCSO0HV4C2,ID736313,2022-02-01,2022-02-01 17:42:57,5,1505.28,EUR,30.11,GxyzBDAgCpRc,bchvjj,2022-02-01 17:42:57,GB123,11,ZAR,International,5050,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CONSUMER,6723
5887984266792532,491666%6540,bob,1234,TR641252,VISA,DS8YAH3M6L7MVHS09H3DN7H,ID736313,2022-02-01,2022-02-01 17:42:57,5,769.99,EUR,15.4,VgdbpolZfmIe,qdpcTg,2022-02-01 17:42:57,GB123,11,PLN,International,8869,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
8392617661912453,491660%3520,bob,1234,TR641252,VISA,HJG29JQVKQKS7R8MII1MQA7,ID736313,2022-02-01,2022-02-01 17:42:57,5,3855.55,EUR,77.11,WopjnDWXzoEt,tKGepd,2022-02-01 17:42:57,GB123,11,GBP,International,8999,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
3873472918068442,453287%1740,bob,1234,TR641252,VISA,JD3M97ZHI9OAJR7Z7JDWYHD,ID736313,2022-02-01,2022-02-01 17:42:57,5,4272.45,EUR,85.45,bdwDylIIqNtk,hILfmC,2022-02-01 17:42:57,GB123,11,ZAR,International,5113,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CONSUMER,6723
6458342112603240,468546%8270,bob,1234,TR641252,VISA,Z4NZRN3ZVD8D2ZFOSGZ1Q1Y,ID736313,2022-02-01,2022-02-01 17:42:57,5,4725.56,EUR,94.51,kHHXkXJmGyaj,zSuxmm,2022-02-01 17:42:57,GB123,11,GBP,International,1617,CYP,EU/SEPA,CREDIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
8429602737442655,471696%7730,bob,1234,TR641252,VISA,1HJ5G77ZXYJRFTCC65VJCYE,ID736313,2022-02-01,2022-02-01 17:42:57,25,-6386.35,EUR,-127.73,dAQzlqnNNmRv,UQhxMS,2022-02-01 17:42:57,GB123,11,CYP,International,6651,CYP,Local,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CONSUMER,6723
8509003598380286,531823%0230,bob,1234,TR641252,MA,ZNUKFO8NHI67JWM4VQQEAI7,ID736313,2022-02-01,2022-02-01 17:42:57,5,743.19,EUR,14.86,bYxFrKcMVxvo,TWIBDr,2022-02-01 17:42:57,GB123,11,CYP,International,2211,CYP,Local,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CORPORATE,6723
5552903948126214,542805%4060,bob,1234,TR641252,MA,FKH0IE7T8V6X0KK4LSRQTRO,ID736313,2022-02-01,2022-02-01 17:42:57,5,2580.28,EUR,51.61,QdspgzCPyTBM,URlzAW,2022-02-01 17:42:57,GB123,11,ZAR,International,1237,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CONSUMER,6723
3218383313616213,552858%2170,bob,1234,TR641252,MA,IEC0OM4SZO4920WK01H3IA1,ID736313,2022-02-01,2022-02-01 17:42:57,26,6242.18,EUR,124.84,GQjmuxHVYkBZ,ndCJJQ,2022-02-01 17:42:57,GB123,11,PLN,International,6633,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
740808179244221,491603%1740,bob,1234,TR641252,VISA,T86AE3VSY0D56BX3YIC33Z2,ID736313,2022-02-01,2022-02-01 17:42:57,5,8438.91,EUR,168.78,ghgMmhbTPvHm,VeQxPz,2022-02-01 17:42:57,GB123,11,ZAR,International,6943,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CONSUMER,6723
8746311384627330,402400%1340,bob,1234,TR641252,VISA,N24B8U8CTCWCEOJTYDJE0O0,ID736313,2022-02-01,2022-02-01 17:42:57,5,366.17,EUR,7.32,IStZMGgYzmQU,MIFuqZ,2022-02-01 17:42:57,GB123,11,PLN,International,6590,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CORPORATE,6723
6501797818189653,419635%8250,bob,1234,TR641252,VISA,BO6N7X8OL5HPLMJ5TJAMBCS,ID736313,2022-02-01,2022-02-01 17:42:57,5,5094.32,EUR,101.89,psTMliYMvuVL,aCAElI,2022-02-01 17:42:57,GB123,11,ZAR,International,430,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CONSUMER,6723
988279475924765,529297%6240,bob,1234,TR641252,MA,OK5JHEMBTG6RP7EYVLJPZ3B,ID736313,2022-02-01,2022-02-01 17:42:57,5,7145.45,EUR,142.91,nGKqGuqmiqtM,FjgNir,2022-02-01 17:42:57,GB123,11,GBP,International,3806,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
9271731255154186,471618%9280,bob,1234,TR641252,VISA,3RLI1VCJUOI18HXG29NUQD0,ID745846,2022-02-03,2022-02-03 18:24:58,5,3538.04,HUF,70.76,eAUorSMHuTOA,rCEsAb,2022-02-03 18:24:58,GB123,11,ZAR,International,5247,CYP,EU/SEPA,CREDIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
6077386149174436,402400%7010,bob,1234,TR641252,VISA,UJO7WQ6DJZ7DJ77DVDAHAKM,ID745846,2022-02-03,2022-02-03 18:24:58,26,5847.79,HUF,116.96,gCSLQoqjJiGn,JgkHhl,2022-02-03 18:24:58,GB123,11,ZAR,International,4441,CYP,EU/SEPA,CREDIT_CONSUMER,1,2,3,bobLimited Legal Name,CONSUMER,6723
7763839826828236,533142%8160,bob,1234,TR641252,MA,7OQEBPKMU4BMNJ89VO9LFGT,ID745846,2022-02-03,2022-02-03 18:24:58,25,-8329.43,HUF,-166.59,vkwvqFXukLXk,quhEwB,2022-02-03 18:24:58,GB123,11,PLN,International,591,CYP,EU/SEPA,CREDIT_CONSUMER,1,2,3,bobLimited Legal Name,CONSUMER,6723
1755040229580296,547247%8640,bob,1234,TR641252,MA,PEPXS6I5JD8ST36ZNMLV9AG,ID745846,2022-02-03,2022-02-03 18:24:58,5,7349.7,HUF,146.99,VTEjguDXnmwe,rqlDUi,2022-02-03 18:24:58,GB123,11,GBP,International,7202,CYP,EU/SEPA,CREDIT_CONSUMER,1,2,3,bobLimited Legal Name,CORPORATE,6723
8699389417345313,471617%6560,bob,1234,TR641252,VISA,8YE761RE4WJYPHO16K3O06B,ID745846,2022-02-03,2022-02-03 18:24:58,5,619.24,HUF,12.38,RBmpGPeVKqMu,khOEhY,2022-02-03 18:24:58,GB123,11,PLN,International,1254,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CONSUMER,6723
1510909319946089,492988%1040,bob,1234,TR641252,VISA,F3NMF5Q5ES9YYDKU1MP1XN0,ID745846,2022-02-03,2022-02-03 18:24:58,5,3977.81,HUF,79.56,oLdqysbdqYxU,yMyfQR,2022-02-03 18:24:58,GB123,11,GBP,International,1539,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CORPORATE,6723
8441456992341258,491668%2800,bob,1234,TR641252,VISA,2P6JAEZJRL16UGAXU3S08R2,ID745846,2022-02-03,2022-02-03 18:24:58,5,6004.89,HUF,120.1,gGBZvNXBRptK,jFCsVq,2022-02-03 18:24:58,GB123,11,PLN,International,850,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
6834714654467315,448631%5980,bob,1234,TR641252,VISA,VKZU0RX3O4JSD21NKKA5MK3,ID745846,2022-02-03,2022-02-03 18:24:58,25,-1938.44,HUF,-38.77,XazdLeRzdXgo,rEnuyl,2022-02-03 18:24:58,GB123,11,ZAR,International,5724,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CONSUMER,6723
9242457193268946,453245%8250,bob,1234,TR641252,VISA,LAYHTQ2FH7SQFBXK0JF8IFI,ID745846,2022-02-03,2022-02-03 18:24:58,5,5916.73,HUF,118.33,rtmERQIzzkbq,xNyQKz,2022-02-03 18:24:58,GB123,11,ZAR,International,3926,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CORPORATE,6723
6828803467623360,455689%2930,bob,1234,TR641252,VISA,6VU5PJZ4JKI06G63YFJWTQF,ID745846,2022-02-03,2022-02-03 18:24:58,5,7203.35,HUF,144.07,pNagcHcyjBTX,XxiJps,2022-02-03 18:24:58,GB123,11,CYP,International,7811,CYP,Local,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CORPORATE,6723
9057058146823400,402400%6050,bob,1234,TR641252,VISA,K0N2JOFYAKCHQKM2GTCLIDW,ID745846,2022-02-03,2022-02-03 18:24:58,5,4958.24,HUF,99.16,QckQgEoBdQof,Wmyacv,2022-02-03 18:24:58,GB123,11,CYP,International,7704,CYP,Local,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
4889099456242053,448673%4290,bob,1234,TR641252,VISA,W2T2LRLBS49LPOSUAA3STT9,ID745846,2022-02-03,2022-02-03 18:24:58,5,7070.28,HUF,141.41,qqPFBmLcBTrW,ZNDubp,2022-02-03 18:24:58,GB123,11,ZAR,International,9354,CYP,EU/SEPA,CREDIT_CONSUMER,1,2,3,bobLimited Legal Name,CONSUMER,6723
9473101853520779,492959%4390,bob,1234,TR641252,VISA,0ECVYGUW4DBSPNJYE9CP3M8,ID745846,2022-02-03,2022-02-03 18:24:58,5,3359.5,HUF,67.19,XlEeooLDtGXi,HaPwhB,2022-02-03 18:24:58,GB123,11,GBP,International,7178,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
7136059397395330,491616%5390,bob,1234,TR641252,VISA,F0EZPYU2S9A769HR3KQ2SSS,ID745846,2022-02-03,2022-02-03 18:24:58,5,2362.59,HUF,47.25,XmfTqymeGNMb,fHPTDb,2022-02-03 18:24:58,GB123,11,PLN,International,8965,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CORPORATE,6723
2457042100015964,459534%2980,bob,1234,TR641252,VISA,67F90AEX2VKVQXYCQE2C10H,ID745846,2022-02-03,2022-02-03 18:24:58,5,542.2,HUF,10.84,KnoWllVYGuAz,JLAhOo,2022-02-03 18:24:58,GB123,11,ZAR,International,1138,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CONSUMER,6723
6210735720098711,466214%7130,bob,1234,TR641252,VISA,RIAMUC4094W4QVZQL7VMQIK,ID745846,2022-02-03,2022-02-03 18:24:58,6,-6036.43,HUF,-120.73,BeecCfedjXtu,RiPEfu,2022-02-03 18:24:58,GB123,20,GBP,International,4193,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CONSUMER,6723
9942548058441307,448610%7830,bob,1234,TR641252,VISA,SA4SDLAA9PO5Y3AB4FQ3H8D,ID745846,2022-02-03,2022-02-03 18:24:58,5,7420.17,HUF,148.4,vPhJsDvSowrI,wkIsZt,2022-02-03 18:24:58,GB123,11,PLN,International,2815,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CORPORATE,6723
5068468103844918,463427%2130,bob,1234,TR641252,VISA,SU5NQUNS5XFZQ1YXUE0VN8M,ID745846,2022-02-03,2022-02-03 18:24:58,5,8304.13,HUF,166.08,cUgEyqjWSpGp,OmiDoq,2022-02-03 18:24:58,GB123,11,ZAR,International,537,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,CONSUMER,6723
3533819726316586,491651%3400,bob,1234,TR641252,VISA,FEEAVP5G9X93R8SWR59NNUW,ID745846,2022-02-03,2022-02-03 18:24:58,25,-4546.23,HUF,-90.92,dXFslszXZlCR,aWhBLB,2022-02-03 18:24:58,GB123,11,ZAR,International,5845,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CORPORATE,6723
1401248747632587,453933%0210,bob,1234,TR641252,VISA,YC5TABWFTQ72AQWJV9JZDFF,ID745846,2022-02-03,2022-02-03 18:24:58,5,2600.78,HUF,52.02,iaWDZLbdyPDY,yukNZU,2022-02-03 18:24:58,GB123,11,CYP,International,5447,CYP,Local,CREDIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
2390772590659824,471641%9020,bob,1234,TR641252,VISA,GG2IVERNDKC59QFN3K7NWBH,ID131186,2022-02-01,2022-02-01 08:05:37,5,8345.48,EUR,166.91,MOvCVYpqwbfI,akXyWK,2022-02-01 08:05:37,GB123,11,CYP,International,9825,CYP,Local,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CORPORATE,6723
6860686631083783,491683%8520,bob,1234,TR641252,VISA,FRM9P6DCSQ7R66YBGOUML3O,ID131186,2022-02-01,2022-02-01 08:05:37,5,115.86,EUR,2.32,rDYTVudzzplX,ZMGlwL,2022-02-01 08:05:37,GB123,11,ZAR,International,7004,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
9232397883999150,430580%0540,bob,1234,TR641252,VISA,V6YV2896BZUIMFSVT0KQ86R,ID131186,2022-02-01,2022-02-01 08:05:37,5,5207.74,EUR,104.15,GJRSlEvrdkbK,ZGJkzo,2022-02-01 08:05:37,GB123,11,GBP,International,3148,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
854974765846095,498034%8890,bob,1234,TR641252,VISA,F7MQ7DBEEAQ7XKN26H71NWW,ID131186,2022-02-01,2022-02-01 08:05:37,5,7886.58,EUR,157.73,AUTvLsbStUqE,OywLmx,2022-02-01 08:05:37,GB123,11,PLN,International,7326,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CORPORATE,6723
3159051440456667,402400%6660,bob,1234,TR641252,VISA,PO279TKHBBS59KIMPAS9I6F,ID131186,2022-02-01,2022-02-01 08:05:37,5,8193.08,EUR,163.86,ahxhmnTlhoOu,wMxIap,2022-02-01 08:05:37,GB123,11,GBP,International,9734,CYP,EU/SEPA,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
3765066265468875,455612%6350,bob,1234,TR641252,VISA,Y3NWSK4HZI4FAUKH42GWN7T,ID131186,2022-02-01,2022-02-01 08:05:37,5,3404.04,EUR,68.08,QynSMBRgbWGr,npNRhm,2022-02-01 08:05:37,GB123,11,GBP,International,8963,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CONSUMER,6723
3289383192296836,550173%9020,bob,1234,TR641252,MA,ZNY2K9Y2KEX8RAUIBJBK0TA,ID131186,2022-02-01,2022-02-01 08:05:37,5,424.31,EUR,8.49,uSvhtYgBXpdh,WRcopH,2022-02-01 08:05:37,GB123,11,ZAR,International,4280,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
2882739528575193,471697%4470,bob,1234,TR641252,VISA,S9LKZV4ED0VJSGBAERMAFHM,ID131186,2022-02-01,2022-02-01 08:05:37,5,2623.93,EUR,52.48,bfyyKcjBgQHe,GuMezv,2022-02-01 08:05:37,GB123,11,CYP,International,1929,CYP,Local,CREDIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CONSUMER,6723
6994009648538604,521530%6670,bob,1234,TR641252,MA,3M7RNBQ54RK9DA1MJVGOXEH,ID131186,2022-02-01,2022-02-01 08:05:37,5,7862.75,EUR,157.26,KADStgpLBbbm,iFdmHt,2022-02-01 08:05:37,GB123,11,PLN,International,9428,CYP,EU/SEPA,DEBIT_CONSUMER,1,2,3,bobLimited Legal Name,PREMIUM,6723
7644278480165596,453229%9840,bob,1234,TR641252,VISA,XPOSW36JE5LIA0C1S1O8NHS,ID131186,2022-02-01,2022-02-01 08:05:37,5,9335.24,EUR,186.7,UAHnjmnehmRt,vADfpr,2022-02-01 08:05:37,GB123,11,PLN,International,2037,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,PREMIUM,6723
1031684064338423,448626%3250,bob,1234,TR641252,VISA,41JRABYP8WLXTOKR4Z1OM45,ID131186,2022-02-01,2022-02-01 08:05:37,5,2332.6,EUR,46.65,JztIhJMEtmCo,fABtVt,2022-02-01 08:05:37,GB123,11,PLN,International,482,CYP,EU/SEPA,DEBIT_COMMERCIAL,1,2,3,bobLimited Legal Name,CONSUMER,6723
